ID,Last Label
1,6
2,6
3,6
4,6
5,6
6,6
7,1
8,5
9,6
10,6
11,6
12,6
13,1
14,1
15,1
16,6
17,1
18,6
19,6
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,6
28,1
29,6
30,6
31,6
32,2
33,1
34,6
35,3
36,2
37,6
38,2
39,6
40,6
41,6
42,6
43,1
44,6
45,6
46,6
47,6
48,1
49,6
50,6
51,6
52,1
53,6
54,6
55,1
56,1
57,6
58,6
59,6
60,6
61,2
62,2
63,6
64,6
65,6
66,6
67,1
68,6
69,6
70,1
71,6
72,6
73,6
74,5
75,1
76,1
77,6
78,6
79,6
80,6
81,6
82,6
83,6
84,6
85,1
86,6
87,6
88,6
89,5
90,6
91,6
92,6
93,1
94,6
95,1
96,6
97,1
98,1
99,6
100,6
101,6
102,1
103,6
104,6
105,1
106,6
107,6
108,6
109,6
110,6
111,1
112,1
113,6
114,6
115,6
116,6
117,6
118,1
119,6
120,1
121,6
122,1
123,6
124,6
125,2
126,1
127,6
128,6
129,6
130,2
131,6
132,6
133,6
134,6
135,1
136,6
137,6
138,2
139,6
140,1
141,1
142,1
143,1
144,6
145,6
146,6
147,6
148,1
149,2
150,6
151,6
152,1
153,1
154,6
155,6
156,6
157,6
158,6
159,6
160,6
161,2
162,6
163,1
164,6
165,6
166,6
167,6
168,1
169,6
170,6
171,6
172,6
173,6
174,6
175,2
176,6
177,6
178,6
179,6
180,6
181,1
182,1
183,6
184,6
185,6
186,6
187,6
188,6
189,1
190,6
191,6
192,6
193,6
194,6
195,6
196,6
197,6
198,6
199,2
200,6
201,2
202,6
203,6
204,6
205,6
206,6
207,6
208,2
209,6
210,6
211,6
212,1
213,6
214,6
215,6
216,1
217,6
218,2
219,6
220,6
221,1
222,6
223,1
224,6
225,5
226,6
227,6
228,6
229,6
230,2
231,6
232,6
233,1
234,6
235,5
236,6
237,2
238,6
239,6
240,6
241,6
242,6
243,1
244,6
245,1
246,6
247,6
248,1
249,6
250,6
251,6
252,6
253,6
254,1
255,1
256,1
257,6
258,6
259,2
260,2
261,6
262,6
263,6
264,6
265,6
266,6
267,6
268,6
269,6
270,6
271,6
272,2
273,6
274,1
275,1
276,6
277,6
278,6
279,2
280,2
281,6
282,6
283,6
284,6
285,1
286,6
287,6
288,6
289,1
290,2
291,6
292,6
293,6
294,1
295,6
296,6
297,6
298,1
299,1
300,6
301,6
302,1
303,6
304,6
305,6
306,1
307,6
308,2
309,6
310,6
311,6
312,6
313,6
314,2
315,1
316,6
317,6
318,6
319,6
320,1
321,6
322,6
323,6
324,1
325,6
326,6
327,1
328,6
329,6
330,6
331,6
332,6
333,5
334,6
335,1
336,6
337,6
338,6
339,6
340,2
341,6
342,1
343,6
344,6
345,6
346,6
347,6
348,6
349,6
350,6
351,1
352,1
353,1
354,1
355,1
356,6
357,6
358,6
359,6
360,2
361,6
362,1
363,6
364,6
365,6
366,1
367,6
368,6
369,6
370,2
371,6
372,6
373,6
374,1
375,6
376,2
377,6
378,6
379,6
380,6
381,6
382,6
383,6
384,6
385,6
386,6
387,6
388,1
389,6
390,6
391,6
392,6
393,5
394,2
395,1
396,1
397,6
398,2
399,6
400,6
401,6
402,6
403,2
404,6
405,6
406,6
407,6
408,6
409,6
410,2
411,6
412,6
413,6
414,6
415,6
416,2
417,6
418,1
419,5
420,6
421,6
422,6
423,6
424,2
425,6
426,2
427,6
428,6
429,6
430,2
431,5
432,6
433,1
434,6
435,6
436,6
437,6
438,6
439,6
440,6
441,6
442,6
443,6
444,6
445,2
446,2
447,1
448,6
449,1
450,6
451,6
452,1
453,6
454,6
455,6
456,1
457,6
458,6
459,6
460,2
461,6
462,6
463,6
464,6
465,6
466,6
467,6
468,2
469,6
470,2
471,6
472,6
473,6
474,6
475,6
476,6
477,1
478,6
479,2
480,6
481,2
482,6
483,2
484,6
485,6
486,6
487,6
488,2
489,6
490,6
491,6
492,1
493,6
494,1
495,1
496,6
497,6
498,6
499,6
500,1
501,6
502,6
503,2
504,6
505,6
506,1
507,1
508,1
509,6
510,6
511,6
512,6
513,6
514,6
515,6
516,2
517,6
518,6
519,6
520,6
521,6
522,6
523,6
524,6
