ID,Last Label
1,4
2,3
3,6
4,2
5,6
6,4
7,1
8,5
9,6
10,6
11,3
12,2
13,1
14,1
15,2
16,6
17,1
18,6
19,6
20,6
21,6
22,5
23,6
24,6
25,2
26,6
27,3
28,1
29,2
30,2
31,6
32,2
33,6
34,6
35,3
36,2
37,6
38,2
39,2
40,6
41,4
42,6
43,1
44,6
45,1
46,6
47,6
48,1
49,2
50,3
51,6
52,1
53,6
54,4
55,1
56,1
57,3
58,6
59,6
60,6
61,2
62,2
63,6
64,6
65,1
66,6
67,1
68,6
69,5
70,1
71,2
72,2
73,2
74,5
75,1
76,1
77,6
78,6
79,6
80,5
81,2
82,2
83,6
84,1
85,1
86,6
87,6
88,6
89,5
90,3
91,6
92,6
93,1
94,6
95,1
96,6
97,1
98,1
99,5
100,3
101,3
102,1
103,6
104,6
105,6
106,6
107,6
108,6
109,6
110,1
111,1
112,1
113,6
114,6
115,6
116,3
117,5
118,1
119,2
120,2
121,6
122,1
123,6
124,2
125,2
126,2
127,3
128,6
129,2
130,2
131,5
132,6
133,6
134,6
135,1
136,2
137,3
138,2
139,3
140,1
141,1
142,1
143,1
144,6
145,6
146,6
147,6
148,1
149,2
150,6
151,2
152,1
153,1
154,2
155,6
156,3
157,6
158,2
159,5
160,6
161,2
162,5
163,1
164,3
165,6
166,6
167,1
168,1
169,6
170,6
171,6
172,6
173,5
174,6
175,1
176,6
177,2
178,2
179,6
180,6
181,1
182,1
183,6
184,3
185,6
186,6
187,3
188,6
189,1
190,2
191,5
192,4
193,2
194,2
195,6
196,6
197,6
198,6
199,3
200,2
201,2
202,2
203,6
204,6
205,2
206,3
207,6
208,6
209,6
210,2
211,6
212,1
213,6
214,3
215,3
216,1
217,6
218,2
219,6
220,6
221,2
222,6
223,1
224,3
225,5
226,1
227,6
228,6
229,2
230,2
231,6
232,6
233,1
234,2
235,5
236,6
237,2
238,6
239,6
240,6
241,6
242,2
243,1
244,6
245,1
246,6
247,6
248,1
249,6
250,6
251,6
252,6
253,3
254,1
255,1
256,1
257,5
258,6
259,2
260,2
261,6
262,6
263,6
264,6
265,2
266,2
267,2
268,6
269,1
270,6
271,6
272,2
273,5
274,1
275,1
276,6
277,1
278,3
279,2
280,5
281,5
282,2
283,6
284,2
285,1
286,6
287,4
288,6
289,1
290,1
291,6
292,3
293,6
294,1
295,6
296,6
297,5
298,1
299,1
300,6
301,6
302,1
303,5
304,6
305,5
306,1
307,3
308,2
309,6
310,1
311,6
312,6
313,6
314,2
315,1
316,5
317,5
318,5
319,6
320,1
321,2
322,2
323,6
324,1
325,5
326,6
327,1
328,6
329,2
330,2
331,2
332,6
333,5
334,6
335,1
336,2
337,6
338,2
339,6
340,2
341,6
342,1
343,6
344,6
345,3
346,6
347,5
348,3
349,6
350,2
351,1
352,1
353,1
354,6
355,1
356,3
357,6
358,6
359,6
360,2
361,5
362,1
363,6
364,6
365,6
366,1
367,3
368,6
369,6
370,2
371,5
372,2
373,6
374,1
375,4
376,2
377,6
378,6
379,6
380,3
381,2
382,5
383,3
384,3
385,2
386,6
387,6
388,1
389,6
390,6
391,5
392,5
393,2
394,5
395,1
396,1
397,6
398,6
399,6
400,6
401,6
402,6
403,2
404,2
405,5
406,6
407,6
408,6
409,3
410,1
411,6
412,6
413,2
414,6
415,5
416,2
417,5
418,1
419,5
420,6
421,2
422,5
423,6
424,2
425,3
426,2
427,2
428,5
429,6
430,5
431,2
432,6
433,1
434,6
435,6
436,1
437,5
438,3
439,6
440,6
441,1
442,6
443,6
444,3
445,2
446,2
447,1
448,6
449,1
450,5
451,6
452,1
453,6
454,6
455,4
456,1
457,1
458,6
459,6
460,1
461,6
462,6
463,2
464,2
465,3
466,6
467,6
468,1
469,6
470,2
471,1
472,6
473,5
474,6
475,5
476,2
477,1
478,2
479,1
480,6
481,1
482,6
483,2
484,5
485,5
486,6
487,6
488,2
489,6
490,2
491,6
492,1
493,6
494,1
495,1
496,4
497,6
498,6
499,2
500,1
501,6
502,3
503,2
504,2
505,2
506,2
507,1
508,1
509,3
510,3
511,6
512,5
513,1
514,6
515,2
516,2
517,6
518,6
519,6
520,2
521,2
522,6
523,2
524,6
525,6
526,5
527,6
528,6
529,2
530,6
531,6
532,5
533,2
534,6
535,2
536,5
537,6
538,6
539,6
540,4
541,6
542,6
543,1
544,6
545,6
546,2
547,6
548,6
549,1
550,2
551,1
552,5
553,5
554,1
555,1
556,3
557,6
558,6
559,1
560,6
561,6
562,6
563,2
564,1
565,6
566,5
567,6
568,5
569,2
570,2
571,6
572,5
573,6
574,6
575,6
576,6
577,6
578,1
579,6
580,5
581,3
582,1
583,6
584,6
585,5
586,6
587,5
588,5
589,6
590,1
591,1
592,3
593,1
594,1
595,2
596,6
597,6
598,6
599,5
600,3
601,1
602,2
603,1
604,3
605,2
606,6
607,1
608,1
609,2
610,2
611,6
612,3
613,1
614,6
615,6
616,6
617,3
618,2
619,6
620,6
621,1
622,6
623,5
624,5
625,6
626,2
627,1
628,6
629,1
630,6
631,1
632,6
633,6
634,6
635,2
636,6
637,2
638,4
639,1
640,2
641,2
642,1
643,4
644,6
645,6
646,2
647,2
648,6
649,6
650,6
651,1
652,6
653,6
654,1
655,2
656,1
657,6
658,6
659,1
660,6
661,6
662,1
663,6
664,2
665,6
666,6
667,1
668,6
669,6
670,6
671,6
672,1
673,6
674,2
675,6
676,1
677,1
678,6
679,5
680,6
681,1
682,1
683,1
684,6
685,3
686,2
687,6
688,2
689,5
690,2
691,5
692,5
693,5
694,6
695,6
696,6
697,2
698,2
699,2
700,6
701,2
702,1
703,5
704,3
705,6
706,6
707,6
708,6
709,6
710,2
711,2
712,6
713,3
714,2
715,6
716,6
717,6
718,2
719,6
720,5
721,1
722,6
723,6
724,2
725,2
726,5
727,4
728,3
729,1
730,1
731,2
732,2
733,3
734,6
735,5
736,6
737,1
738,6
739,6
740,2
741,1
742,5
743,5
744,2
745,6
746,5
747,2
748,1
749,6
750,6
751,2
752,6
753,1
754,6
755,6
756,2
757,1
758,1
759,6
760,2
761,3
762,6
763,1
764,5
765,3
766,5
767,6
768,1
769,1
770,6
771,1
772,2
773,6
774,2
775,1
776,1
777,2
778,6
779,5
780,6
781,6
782,6
783,6
784,2
785,3
786,2
787,1
788,1
789,1
790,2
791,1
792,1
793,6
794,6
795,6
796,6
797,6
798,2
799,6
800,6
801,3
802,5
803,1
804,6
805,1
806,1
807,5
808,6
809,2
810,1
811,5
812,5
813,2
814,3
815,6
816,1
817,6
818,6
819,5
820,5
821,6
822,5
823,6
824,6
825,6
826,2
827,3
828,5
829,1
830,5
831,6
832,2
833,6
834,3
835,1
836,6
837,6
838,2
839,6
840,6
841,5
842,2
843,3
844,6
845,6
846,6
847,6
848,6
849,2
850,6
851,5
852,3
853,2
854,6
855,6
856,6
857,2
858,2
859,6
860,6
861,2
862,1
863,1
864,1
865,6
866,6
867,2
868,5
869,1
870,4
871,6
872,2
873,6
874,6
875,6
876,3
877,2
878,1
879,2
880,6
881,6
882,6
883,6
884,1
885,6
886,1
887,6
888,6
889,1
890,1
891,6
892,1
